Close0;Close1;Close2;Close3;Close4;Close5
1.3923;1.3983;1.39552;1.3976;1.4002;1.4142
1.3882;1.3923;1.3983;1.39552;1.3976;1.4002
1.4019;1.3882;1.3923;1.3983;1.39552;1.3976
1.3948;1.4019;1.3882;1.3923;1.3983;1.39552
1.39647;1.3948;1.4019;1.3882;1.3923;1.3983
1.3977;1.39647;1.3948;1.4019;1.3882;1.3923
1.3966;1.3977;1.39647;1.3948;1.4019;1.3882
1.4107;1.3966;1.3977;1.39647;1.3948;1.4019
1.4148;1.4107;1.3966;1.3977;1.39647;1.3948
1.41;1.4148;1.4107;1.3966;1.3977;1.39647
1.41244;1.41;1.4148;1.4107;1.3966;1.3977
1.4231;1.41244;1.41;1.4148;1.4107;1.3966
1.4224;1.4231;1.41244;1.41;1.4148;1.4107
1.4219;1.4224;1.4231;1.41244;1.41;1.4148
1.4141;1.4219;1.4224;1.4231;1.41244;1.41
1.4214;1.4141;1.4219;1.4224;1.4231;1.41244
1.4216;1.4214;1.4141;1.4219;1.4224;1.4231
1.4234;1.4216;1.4214;1.4141;1.4219;1.4224
1.4166;1.4234;1.4216;1.4214;1.4141;1.4219
1.4049;1.4166;1.4234;1.4216;1.4214;1.4141
1.4073;1.4049;1.4166;1.4234;1.4216;1.4214
1.4251;1.4073;1.4049;1.4166;1.4234;1.4216
1.42503;1.4251;1.4073;1.4049;1.4166;1.4234
1.4411;1.42503;1.4251;1.4073;1.4049;1.4166
1.4407;1.4411;1.42503;1.4251;1.4073;1.4049
1.4403;1.4407;1.4411;1.42503;1.4251;1.4073
1.4346;1.4403;1.4407;1.4411;1.42503;1.4251
1.417;1.4346;1.4403;1.4407;1.4411;1.42503
1.41921;1.417;1.4346;1.4403;1.4407;1.4411
1.414;1.41921;1.417;1.4346;1.4403;1.4407
1.415;1.414;1.41921;1.417;1.4346;1.4403
1.4189;1.415;1.414;1.41921;1.417;1.4346
1.4292;1.4189;1.415;1.414;1.41921;1.417
1.4189;1.4292;1.4189;1.415;1.414;1.41921
1.41877;1.4189;1.4292;1.4189;1.415;1.414
1.4082;1.41877;1.4189;1.4292;1.4189;1.415
1.4134;1.4082;1.41877;1.4189;1.4292;1.4189
1.4223;1.4134;1.4082;1.41877;1.4189;1.4292
1.4253;1.4223;1.4134;1.4082;1.41877;1.4189
1.4335;1.4253;1.4223;1.4134;1.4082;1.41877
1.43363;1.4335;1.4253;1.4223;1.4134;1.4082
1.4303;1.43363;1.4335;1.4253;1.4223;1.4134
1.4297;1.4303;1.43363;1.4335;1.4253;1.4223
1.4254;1.4297;1.4303;1.43363;1.4335;1.4253
1.4342;1.4254;1.4297;1.4303;1.43363;1.4335
1.43;1.4342;1.4254;1.4297;1.4303;1.43363
1.4283;1.43;1.4342;1.4254;1.4297;1.4303
1.4333;1.4283;1.43;1.4342;1.4254;1.4297
1.4224;1.4333;1.4283;1.43;1.4342;1.4254
1.4263;1.4224;1.4333;1.4283;1.43;1.4342
1.4252;1.4263;1.4224;1.4333;1.4283;1.43
1.4303;1.4252;1.4263;1.4224;1.4333;1.4283
1.43138;1.4303;1.4252;1.4263;1.4224;1.4333
1.4332;1.43138;1.4303;1.4252;1.4263;1.4224
1.4478;1.4332;1.43138;1.4303;1.4252;1.4263
1.4559;1.4478;1.4332;1.43138;1.4303;1.4252
1.4582;1.4559;1.4478;1.4332;1.43138;1.4303
1.4581;1.4582;1.4559;1.4478;1.4332;1.43138
1.45818;1.4581;1.4582;1.4559;1.4478;1.4332
1.4621;1.45818;1.4581;1.4582;1.4559;1.4478
1.4656;1.4621;1.45818;1.4581;1.4582;1.4559
1.4709;1.4656;1.4621;1.45818;1.4581;1.4582
1.4741;1.4709;1.4656;1.4621;1.45818;1.4581
1.4702;1.4741;1.4709;1.4656;1.4621;1.45818
1.46995;1.4702;1.4741;1.4709;1.4656;1.4621
1.4682;1.46995;1.4702;1.4741;1.4709;1.4656
1.479;1.4682;1.46995;1.4702;1.4741;1.4709
1.4734;1.479;1.4682;1.46995;1.4702;1.4741
1.4666;1.4734;1.479;1.4682;1.46995;1.4702
1.4669;1.4666;1.4734;1.479;1.4682;1.46995
1.47024;1.4669;1.4666;1.4734;1.479;1.4682
1.4619;1.47024;1.4669;1.4666;1.4734;1.479
1.4588;1.4619;1.47024;1.4669;1.4666;1.4734
1.4641;1.4588;1.4619;1.47024;1.4669;1.4666
1.4545;1.4641;1.4588;1.4619;1.47024;1.4669
1.457;1.4545;1.4641;1.4588;1.4619;1.47024
1.46075;1.457;1.4545;1.4641;1.4588;1.4619
1.4649;1.46075;1.457;1.4545;1.4641;1.4588
1.472;1.4649;1.46075;1.457;1.4545;1.4641
1.4691;1.472;1.4649;1.46075;1.457;1.4545
1.4793;1.4691;1.472;1.4649;1.46075;1.457
1.4708;1.4793;1.4691;1.472;1.4649;1.46075
1.47388;1.4708;1.4793;1.4691;1.472;1.4649
1.4773;1.47388;1.4708;1.4793;1.4691;1.472
1.4853;1.4773;1.47388;1.4708;1.4793;1.4691
1.4923;1.4853;1.4773;1.47388;1.4708;1.4793
1.4948;1.4923;1.4853;1.4773;1.47388;1.4708
1.4893;1.4948;1.4923;1.4853;1.4773;1.47388
1.49141;1.4893;1.4948;1.4923;1.4853;1.4773
1.4964;1.49141;1.4893;1.4948;1.4923;1.4853
1.4945;1.4964;1.49141;1.4893;1.4948;1.4923
1.5016;1.4945;1.4964;1.49141;1.4893;1.4948
1.5032;1.5016;1.4945;1.4964;1.49141;1.4893
1.4995;1.5032;1.5016;1.4945;1.4964;1.49141
1.50083;1.4995;1.5032;1.5016;1.4945;1.4964
1.4875;1.50083;1.4995;1.5032;1.5016;1.4945
1.4804;1.4875;1.50083;1.4995;1.5032;1.5016
1.4704;1.4804;1.4875;1.50083;1.4995;1.5032
1.4822;1.4704;1.4804;1.4875;1.50083;1.4995
1.4716;1.4822;1.4704;1.4804;1.4875;1.50083
1.47281;1.4716;1.4822;1.4704;1.4804;1.4875
1.4775;1.47281;1.4716;1.4822;1.4704;1.4804
1.4723;1.4775;1.47281;1.4716;1.4822;1.4704
1.4861;1.4723;1.4775;1.47281;1.4716;1.4822
1.4872;1.4861;1.4723;1.4775;1.47281;1.4716
1.4845;1.4872;1.4861;1.4723;1.4775;1.47281
1.48706;1.4845;1.4872;1.4861;1.4723;1.4775
1.5;1.48706;1.4845;1.4872;1.4861;1.4723
1.4992;1.5;1.48706;1.4845;1.4872;1.4861
1.4985;1.4992;1.5;1.48706;1.4845;1.4872
1.4848;1.4985;1.4992;1.5;1.48706;1.4845
1.492;1.4848;1.4985;1.4992;1.5;1.48706
1.49183;1.492;1.4848;1.4985;1.4992;1.5
1.4969;1.49183;1.492;1.4848;1.4985;1.4992
1.4876;1.4969;1.49183;1.492;1.4848;1.4985
1.4963;1.4876;1.4969;1.49183;1.492;1.4848
1.4925;1.4963;1.4876;1.4969;1.49183;1.492
1.4861;1.4925;1.4963;1.4876;1.4969;1.49183
1.48496;1.4861;1.4925;1.4963;1.4876;1.4969
1.496;1.48496;1.4861;1.4925;1.4963;1.4876
1.4968;1.496;1.48496;1.4861;1.4925;1.4963
1.5133;1.4968;1.496;1.48496;1.4861;1.4925
1.5018;1.5133;1.4968;1.496;1.48496;1.4861
1.4967;1.5018;1.5133;1.4968;1.496;1.48496
1.50108;1.4967;1.5018;1.5133;1.4968;1.496
1.5005;1.50108;1.4967;1.5018;1.5133;1.4968
1.508;1.5005;1.50108;1.4967;1.5018;1.5133
1.5044;1.508;1.5005;1.50108;1.4967;1.5018
1.5052;1.5044;1.508;1.5005;1.50108;1.4967
1.4845;1.5052;1.5044;1.508;1.5005;1.50108
1.48707;1.4845;1.5052;1.5044;1.508;1.5005
1.4826;1.48707;1.4845;1.5052;1.5044;1.508
1.4702;1.4826;1.48707;1.4845;1.5052;1.5044
1.4725;1.4702;1.4826;1.48707;1.4845;1.5052
1.4731;1.4725;1.4702;1.4826;1.48707;1.4845
1.4628;1.4731;1.4725;1.4702;1.4826;1.48707
1.4613;1.4628;1.4731;1.4725;1.4702;1.4826
1.4656;1.4613;1.4628;1.4731;1.4725;1.4702
1.4537;1.4656;1.4613;1.4628;1.4731;1.4725
1.453;1.4537;1.4656;1.4613;1.4628;1.4731
1.4337;1.453;1.4537;1.4656;1.4613;1.4628
1.4335;1.4337;1.453;1.4537;1.4656;1.4613
1.43105;1.4335;1.4337;1.453;1.4537;1.4656
1.4276;1.43105;1.4335;1.4337;1.453;1.4537
1.4249;1.4276;1.43105;1.4335;1.4337;1.453
1.4337;1.4249;1.4276;1.43105;1.4335;1.4337
1.4358;1.4337;1.4249;1.4276;1.43105;1.4335
1.43721;1.4358;1.4337;1.4249;1.4276;1.43105
1.4378;1.43721;1.4358;1.4337;1.4249;1.4276
1.4352;1.4378;1.43721;1.4358;1.4337;1.4249
1.4338;1.4352;1.4378;1.43721;1.4358;1.4337
1.4326;1.4338;1.4352;1.4378;1.43721;1.4358
1.43247;1.4326;1.4338;1.4352;1.4378;1.43721
1.4412;1.43247;1.4326;1.4338;1.4352;1.4378
1.4365;1.4412;1.43247;1.4326;1.4338;1.4352
1.4406;1.4365;1.4412;1.43247;1.4326;1.4338
1.4307;1.4406;1.4365;1.4412;1.43247;1.4326
1.4416;1.4307;1.4406;1.4365;1.4412;1.43247
1.4411;1.4416;1.4307;1.4406;1.4365;1.4412
1.4512;1.4411;1.4416;1.4307;1.4406;1.4365
1.4484;1.4512;1.4411;1.4416;1.4307;1.4406
1.451;1.4484;1.4512;1.4411;1.4416;1.4307
1.4499;1.451;1.4484;1.4512;1.4411;1.4416
1.4379;1.4499;1.451;1.4484;1.4512;1.4411
1.4348;1.4379;1.4499;1.451;1.4484;1.4512
1.4383;1.4348;1.4379;1.4499;1.451;1.4484
1.4287;1.4383;1.4348;1.4379;1.4499;1.451
1.4106;1.4287;1.4383;1.4348;1.4379;1.4499
1.4083;1.4106;1.4287;1.4383;1.4348;1.4379
1.414;1.4083;1.4106;1.4287;1.4383;1.4348
1.41507;1.414;1.4083;1.4106;1.4287;1.4383
1.415;1.41507;1.414;1.4083;1.4106;1.4287
1.4071;1.415;1.41507;1.414;1.4083;1.4106
1.4023;1.4071;1.415;1.41507;1.414;1.4083
1.3971;1.4023;1.4071;1.415;1.41507;1.414
1.3865;1.3971;1.4023;1.4071;1.415;1.41507
1.38624;1.3865;1.3971;1.4023;1.4071;1.415
1.393;1.38624;1.3865;1.3971;1.4023;1.4071
1.3963;1.393;1.38624;1.3865;1.3971;1.4023
1.3893;1.3963;1.393;1.38624;1.3865;1.3971
1.3723;1.3893;1.3963;1.393;1.38624;1.3865
1.3664;1.3723;1.3893;1.3963;1.393;1.38624
1.36555;1.3664;1.3723;1.3893;1.3963;1.393
1.3648;1.36555;1.3664;1.3723;1.3893;1.3963
1.3796;1.3648;1.36555;1.3664;1.3723;1.3893
1.3736;1.3796;1.3648;1.36555;1.3664;1.3723
1.3692;1.3736;1.3796;1.3648;1.36555;1.3664
1.3616;1.3692;1.3736;1.3796;1.3648;1.36555
1.3615;1.3616;1.3692;1.3736;1.3796;1.3648
1.3599;1.3615;1.3616;1.3692;1.3736;1.3796
1.377;1.3599;1.3615;1.3616;1.3692;1.3736
1.3606;1.377;1.3599;1.3615;1.3616;1.3692
1.3524;1.3606;1.377;1.3599;1.3615;1.3616
1.3594;1.3524;1.3606;1.377;1.3599;1.3615
1.36125;1.3594;1.3524;1.3606;1.377;1.3599
1.3595;1.36125;1.3594;1.3524;1.3606;1.377
1.3507;1.3595;1.36125;1.3594;1.3524;1.3606
1.3538;1.3507;1.3595;1.36125;1.3594;1.3524
1.3547;1.3538;1.3507;1.3595;1.36125;1.3594
1.3615;1.3547;1.3538;1.3507;1.3595;1.36125
1.36185;1.3615;1.3547;1.3538;1.3507;1.3595
1.3559;1.36185;1.3615;1.3547;1.3538;1.3507
1.3614;1.3559;1.36185;1.3615;1.3547;1.3538
1.3696;1.3614;1.3559;1.36185;1.3615;1.3547
1.358;1.3696;1.3614;1.3559;1.36185;1.3615
1.362;1.358;1.3696;1.3614;1.3559;1.36185
1.3642;1.362;1.358;1.3696;1.3614;1.3559
1.3633;1.3642;1.362;1.358;1.3696;1.3614
1.3601;1.3633;1.3642;1.362;1.358;1.3696
1.3656;1.3601;1.3633;1.3642;1.362;1.358
1.368;1.3656;1.3601;1.3633;1.3642;1.362
1.3761;1.368;1.3656;1.3601;1.3633;1.3642
1.37589;1.3761;1.368;1.3656;1.3601;1.3633
1.3676;1.37589;1.3761;1.368;1.3656;1.3601
1.3765;1.3676;1.37589;1.3761;1.368;1.3656
1.3737;1.3765;1.3676;1.37589;1.3761;1.368
1.3607;1.3737;1.3765;1.3676;1.37589;1.3761
1.3536;1.3607;1.3737;1.3765;1.3676;1.37589
1.35171;1.3536;1.3607;1.3737;1.3765;1.3676
1.3557;1.35171;1.3536;1.3607;1.3737;1.3765
1.3497;1.3557;1.35171;1.3536;1.3607;1.3737
1.3313;1.3497;1.3557;1.35171;1.3536;1.3607
1.3272;1.3313;1.3497;1.3557;1.35171;1.3536
1.3414;1.3272;1.3313;1.3497;1.3557;1.35171
1.3447;1.3414;1.3272;1.3313;1.3497;1.3557
1.3482;1.3447;1.3414;1.3272;1.3313;1.3497
1.3413;1.3482;1.3447;1.3414;1.3272;1.3313
1.3509;1.3413;1.3482;1.3447;1.3414;1.3272
1.3588;1.3509;1.3413;1.3482;1.3447;1.3414
1.349;1.3588;1.3509;1.3413;1.3482;1.3447
1.34939;1.349;1.3588;1.3509;1.3413;1.3482
1.3483;1.34939;1.349;1.3588;1.3509;1.3413
1.3398;1.3483;1.34939;1.349;1.3588;1.3509
1.3343;1.3398;1.3483;1.34939;1.349;1.3588
1.336;1.3343;1.3398;1.3483;1.34939;1.349
1.3493;1.336;1.3343;1.3398;1.3483;1.34939
1.36305;1.3493;1.336;1.3343;1.3398;1.3483
1.3591;1.36305;1.3493;1.336;1.3343;1.3398
1.3612;1.3591;1.36305;1.3493;1.336;1.3343
1.3653;1.3612;1.3591;1.36305;1.3493;1.336
1.3572;1.3653;1.3612;1.3591;1.36305;1.3493
1.3509;1.3572;1.3653;1.3612;1.3591;1.36305
1.3489;1.3509;1.3572;1.3653;1.3612;1.3591
1.3489;1.3489;1.3509;1.3572;1.3653;1.3612
1.3434;1.3489;1.3489;1.3509;1.3572;1.3653
1.339;1.3434;1.3489;1.3489;1.3509;1.3572
1.3294;1.339;1.3434;1.3489;1.3489;1.3509
1.3373;1.3294;1.339;1.3434;1.3489;1.3489
1.33562;1.3373;1.3294;1.339;1.3434;1.3489
1.3382;1.33562;1.3373;1.3294;1.339;1.3434
1.3173;1.3382;1.33562;1.3373;1.3294;1.339
1.322;1.3173;1.3382;1.33562;1.3373;1.3294
1.3233;1.322;1.3173;1.3382;1.33562;1.3373
1.3313;1.3233;1.322;1.3173;1.3382;1.33562
1.33193;1.3313;1.3233;1.322;1.3173;1.3382
1.3194;1.33193;1.3313;1.3233;1.322;1.3173
1.2986;1.3194;1.33193;1.3313;1.3233;1.322
1.2813;1.2986;1.3194;1.33193;1.3313;1.3233
1.2621;1.2813;1.2986;1.3194;1.33193;1.3313
1.273;1.2621;1.2813;1.2986;1.3194;1.33193
1.28766;1.273;1.2621;1.2813;1.2986;1.3194
1.2786;1.28766;1.273;1.2621;1.2813;1.2986
1.2662;1.2786;1.28766;1.273;1.2621;1.2813
1.2613;1.2662;1.2786;1.28766;1.273;1.2621
1.2534;1.2613;1.2662;1.2786;1.28766;1.273
1.2381;1.2534;1.2613;1.2662;1.2786;1.28766
1.23709;1.2381;1.2534;1.2613;1.2662;1.2786
1.2396;1.23709;1.2381;1.2534;1.2613;1.2662
1.2201;1.2396;1.23709;1.2381;1.2534;1.2613
1.2414;1.2201;1.2396;1.23709;1.2381;1.2534
1.2485;1.2414;1.2201;1.2396;1.23709;1.2381
1.2572;1.2485;1.2414;1.2201;1.2396;1.23709
1.25338;1.2572;1.2485;1.2414;1.2201;1.2396
1.2371;1.25338;1.2572;1.2485;1.2414;1.2201
1.2344;1.2371;1.25338;1.2572;1.2485;1.2414
1.2177;1.2344;1.2371;1.25338;1.2572;1.2485
1.2361;1.2177;1.2344;1.2371;1.25338;1.2572
1.2268;1.2361;1.2177;1.2344;1.2371;1.25338
1.22726;1.2268;1.2361;1.2177;1.2344;1.2371
1.2304;1.22726;1.2268;1.2361;1.2177;1.2344
1.2229;1.2304;1.22726;1.2268;1.2361;1.2177
1.225;1.2229;1.2304;1.22726;1.2268;1.2361
1.2162;1.225;1.2229;1.2304;1.22726;1.2268
1.1965;1.2162;1.225;1.2229;1.2304;1.22726
1.19367;1.1965;1.2162;1.225;1.2229;1.2304
1.1923;1.19367;1.1965;1.2162;1.225;1.2229
1.1972;1.1923;1.19367;1.1965;1.2162;1.225
1.1978;1.1972;1.1923;1.19367;1.1965;1.2162
1.2123;1.1978;1.1972;1.1923;1.19367;1.1965
1.2093;1.2123;1.1978;1.1972;1.1923;1.19367
1.21436;1.2093;1.2123;1.1978;1.1972;1.1923
1.222;1.21436;1.2093;1.2123;1.1978;1.1972
1.2332;1.222;1.21436;1.2093;1.2123;1.1978
1.2309;1.2332;1.222;1.21436;1.2093;1.2123
1.2388;1.2309;1.2332;1.222;1.21436;1.2093
1.2373;1.2388;1.2309;1.2332;1.222;1.21436
1.2408;1.2373;1.2388;1.2309;1.2332;1.222
1.2312;1.2408;1.2373;1.2388;1.2309;1.2332
1.227;1.2312;1.2408;1.2373;1.2388;1.2309
1.231;1.227;1.2312;1.2408;1.2373;1.2388
1.2333;1.231;1.227;1.2312;1.2408;1.2373
1.2384;1.2333;1.231;1.227;1.2312;1.2408
1.23767;1.2384;1.2333;1.231;1.227;1.2312
1.2276;1.23767;1.2384;1.2333;1.231;1.227
1.2187;1.2276;1.23767;1.2384;1.2333;1.231
1.2236;1.2187;1.2276;1.23767;1.2384;1.2333
1.2526;1.2236;1.2187;1.2276;1.23767;1.2384
1.2549;1.2526;1.2236;1.2187;1.2276;1.23767
1.25577;1.2549;1.2526;1.2236;1.2187;1.2276
1.2537;1.25577;1.2549;1.2526;1.2236;1.2187
1.2625;1.2537;1.25577;1.2549;1.2526;1.2236
1.2637;1.2625;1.2537;1.25577;1.2549;1.2526
1.2697;1.2637;1.2625;1.2537;1.25577;1.2549
1.2639;1.2697;1.2637;1.2625;1.2537;1.25577
1.26454;1.2639;1.2697;1.2637;1.2625;1.2537
1.2596;1.26454;1.2639;1.2697;1.2637;1.2625
1.2724;1.2596;1.26454;1.2639;1.2697;1.2637
1.2743;1.2724;1.2596;1.26454;1.2639;1.2697
1.2948;1.2743;1.2724;1.2596;1.26454;1.2639
1.2926;1.2948;1.2743;1.2724;1.2596;1.26454
1.28974;1.2926;1.2948;1.2743;1.2724;1.2596
1.2941;1.28974;1.2926;1.2948;1.2743;1.2724
1.288;1.2941;1.28974;1.2926;1.2948;1.2743
1.2753;1.288;1.2941;1.28974;1.2926;1.2948
1.2892;1.2753;1.288;1.2941;1.28974;1.2926
1.2914;1.2892;1.2753;1.288;1.2941;1.28974
1.2885;1.2914;1.2892;1.2753;1.288;1.2941
1.2993;1.2885;1.2914;1.2892;1.2753;1.288
1.2995;1.2993;1.2885;1.2914;1.2892;1.2753
1.2994;1.2995;1.2993;1.2885;1.2914;1.2892
1.3078;1.2994;1.2995;1.2993;1.2885;1.2914
1.303;1.3078;1.2994;1.2995;1.2993;1.2885
1.30584;1.303;1.3078;1.2994;1.2995;1.2993
1.318;1.30584;1.303;1.3078;1.2994;1.2995
1.3229;1.318;1.30584;1.303;1.3078;1.2994
1.316;1.3229;1.318;1.30584;1.303;1.3078
1.3187;1.316;1.3229;1.318;1.30584;1.303
1.3291;1.3187;1.316;1.3229;1.318;1.30584
1.32839;1.3291;1.3187;1.316;1.3229;1.318
1.3221;1.32839;1.3291;1.3187;1.316;1.3229
1.3175;1.3221;1.32839;1.3291;1.3187;1.316
1.2862;1.3175;1.3221;1.32839;1.3291;1.3187
1.2828;1.2862;1.3175;1.3221;1.32839;1.3291
1.2752;1.2828;1.2862;1.3175;1.3221;1.32839
1.27689;1.2752;1.2828;1.2862;1.3175;1.3221
1.2825;1.27689;1.2752;1.2828;1.2862;1.3175
1.288;1.2825;1.27689;1.2752;1.2828;1.2862
1.2849;1.288;1.2825;1.27689;1.2752;1.2828
1.282;1.2849;1.288;1.2825;1.27689;1.2752
1.2708;1.282;1.2849;1.288;1.2825;1.27689
1.27085;1.2708;1.282;1.2849;1.288;1.2825
1.2656;1.27085;1.2708;1.282;1.2849;1.288
1.2626;1.2656;1.27085;1.2708;1.282;1.2849
1.2658;1.2626;1.2656;1.27085;1.2708;1.282
1.2715;1.2658;1.2626;1.2656;1.27085;1.2708
1.2732;1.2715;1.2658;1.2626;1.2656;1.27085
1.27527;1.2732;1.2715;1.2658;1.2626;1.2656
1.2662;1.27527;1.2732;1.2715;1.2658;1.2626
1.2679;1.2662;1.27527;1.2732;1.2715;1.2658
1.2807;1.2679;1.2662;1.27527;1.2732;1.2715
1.2824;1.2807;1.2679;1.2662;1.27527;1.2732
1.2895;1.2824;1.2807;1.2679;1.2662;1.27527
1.28911;1.2895;1.2824;1.2807;1.2679;1.2662
1.2876;1.28911;1.2895;1.2824;1.2807;1.2679
1.2682;1.2876;1.28911;1.2895;1.2824;1.2807
1.272;1.2682;1.2876;1.28911;1.2895;1.2824
1.2694;1.272;1.2682;1.2876;1.28911;1.2895
1.2709;1.2694;1.272;1.2682;1.2876;1.28911
1.27171;1.2709;1.2694;1.272;1.2682;1.2876
1.2882;1.27171;1.2709;1.2694;1.272;1.2682
1.2997;1.2882;1.27171;1.2709;1.2694;1.272
1.301;1.2997;1.2882;1.27171;1.2709;1.2694
1.3077;1.301;1.2997;1.2882;1.27171;1.2709
1.3036;1.3077;1.301;1.2997;1.2882;1.27171
1.30407;1.3036;1.3077;1.301;1.2997;1.2882
1.306;1.30407;1.3036;1.3077;1.301;1.2997
1.3263;1.306;1.30407;1.3036;1.3077;1.301
1.3405;1.3263;1.306;1.30407;1.3036;1.3077
1.3313;1.3405;1.3263;1.306;1.30407;1.3036
1.3491;1.3313;1.3405;1.3263;1.306;1.30407
1.34771;1.3491;1.3313;1.3405;1.3263;1.306
1.3453;1.34771;1.3491;1.3313;1.3405;1.3263
1.3584;1.3453;1.34771;1.3491;1.3313;1.3405
1.3626;1.3584;1.3453;1.34771;1.3491;1.3313
1.3634;1.3626;1.3584;1.3453;1.34771;1.3491
1.3779;1.3634;1.3626;1.3584;1.3453;1.34771
1.3775;1.3779;1.3634;1.3626;1.3584;1.3453
1.3684;1.3775;1.3779;1.3634;1.3626;1.3584
1.3838;1.3684;1.3775;1.3779;1.3634;1.3626
1.393;1.3838;1.3684;1.3775;1.3779;1.3634
1.3925;1.393;1.3838;1.3684;1.3775;1.3779
1.3928;1.3925;1.393;1.3838;1.3684;1.3775
1.39956;1.3928;1.3925;1.393;1.3838;1.3684
1.3877;1.39956;1.3928;1.3925;1.393;1.3838
1.3924;1.3877;1.39956;1.3928;1.3925;1.393
1.3961;1.3924;1.3877;1.39956;1.3928;1.3925
1.4083;1.3961;1.3924;1.3877;1.39956;1.3928
1.3973;1.4083;1.3961;1.3924;1.3877;1.39956
1.39512;1.3973;1.4083;1.3961;1.3924;1.3877
1.3933;1.39512;1.3973;1.4083;1.3961;1.3924
1.3726;1.3933;1.39512;1.3973;1.4083;1.3961
1.3963;1.3726;1.3933;1.39512;1.3973;1.4083
1.3919;1.3963;1.3726;1.3933;1.39512;1.3973
1.3928;1.3919;1.3963;1.3726;1.3933;1.39512
1.39612;1.3928;1.3919;1.3963;1.3726;1.3933
1.3964;1.39612;1.3928;1.3919;1.3963;1.3726
1.3857;1.3964;1.39612;1.3928;1.3919;1.3963
