Close0;Close1;Close2;Close3;Close4;Close5
1.3766;1.3857;1.3964;1.39612;1.3928;1.3919
1.3929;1.3766;1.3857;1.3964;1.39612;1.3928
1.3917;1.3929;1.3766;1.3857;1.3964;1.39612
1.39735;1.3917;1.3929;1.3766;1.3857;1.3964
1.3891;1.39735;1.3917;1.3929;1.3766;1.3857
1.4032;1.3891;1.39735;1.3917;1.3929;1.3766
1.4137;1.4032;1.3891;1.39735;1.3917;1.3929
1.4207;1.4137;1.4032;1.3891;1.39735;1.3917
1.4033;1.4207;1.4137;1.4032;1.3891;1.39735
1.40738;1.4033;1.4207;1.4137;1.4032;1.3891
1.3919;1.40738;1.4033;1.4207;1.4137;1.4032
1.3772;1.3919;1.40738;1.4033;1.4207;1.4137
1.3782;1.3772;1.3919;1.40738;1.4033;1.4207
1.3666;1.3782;1.3772;1.3919;1.40738;1.4033
1.3692;1.3666;1.3782;1.3772;1.3919;1.40738
1.36882;1.3692;1.3666;1.3782;1.3772;1.3919
1.3585;1.36882;1.3692;1.3666;1.3782;1.3772
1.3487;1.3585;1.36882;1.3692;1.3666;1.3782
1.3527;1.3487;1.3585;1.36882;1.3692;1.3666
1.364;1.3527;1.3487;1.3585;1.36882;1.3692
1.3685;1.364;1.3527;1.3487;1.3585;1.36882
1.37411;1.3685;1.364;1.3527;1.3487;1.3585
1.3624;1.37411;1.3685;1.364;1.3527;1.3487
1.3365;1.3624;1.37411;1.3685;1.364;1.3527
1.3333;1.3365;1.3624;1.37411;1.3685;1.364
1.336;1.3333;1.3365;1.3624;1.37411;1.3685
1.3247;1.336;1.3333;1.3365;1.3624;1.37411
1.32368;1.3247;1.336;1.3333;1.3365;1.3624
1.3124;1.32368;1.3247;1.336;1.3333;1.3365
1.298;1.3124;1.32368;1.3247;1.336;1.3333
1.3137;1.298;1.3124;1.32368;1.3247;1.336
1.3207;1.3137;1.298;1.3124;1.32368;1.3247
1.3411;1.3207;1.3137;1.298;1.3124;1.32368
1.34127;1.3411;1.3207;1.3137;1.298;1.3124
1.3306;1.34127;1.3411;1.3207;1.3137;1.298
1.3259;1.3306;1.34127;1.3411;1.3207;1.3137
1.326;1.3259;1.3306;1.34127;1.3411;1.3207
1.3236;1.326;1.3259;1.3306;1.34127;1.3411
1.3227;1.3236;1.326;1.3259;1.3306;1.34127
1.31963;1.3227;1.3236;1.326;1.3259;1.3306
1.3391;1.31963;1.3227;1.3236;1.326;1.3259
1.3377;1.3391;1.31963;1.3227;1.3236;1.326
1.3212;1.3377;1.3391;1.31963;1.3227;1.3236
1.3241;1.3212;1.3377;1.3391;1.31963;1.3227
1.3184;1.3241;1.3212;1.3377;1.3391;1.31963
1.31625;1.3184;1.3241;1.3212;1.3377;1.3391
1.3128;1.31625;1.3184;1.3241;1.3212;1.3377
1.3099;1.3128;1.31625;1.3184;1.3241;1.3212
1.3098;1.3099;1.3128;1.31625;1.3184;1.3241
1.3112;1.3098;1.3099;1.3128;1.31625;1.3184
1.3115;1.3112;1.3098;1.3099;1.3128;1.31625
1.30784;1.3115;1.3112;1.3098;1.3099;1.3128
1.3162;1.30784;1.3115;1.3112;1.3098;1.3099
1.3114;1.3162;1.30784;1.3115;1.3112;1.3098
1.3225;1.3114;1.3162;1.30784;1.3115;1.3112
1.3289;1.3225;1.3114;1.3162;1.30784;1.3115
1.3365;1.3289;1.3225;1.3114;1.3162;1.30784
1.33558;1.3365;1.3289;1.3225;1.3114;1.3162
1.336;1.33558;1.3365;1.3289;1.3225;1.3114
1.3307;1.336;1.33558;1.3365;1.3289;1.3225
1.3148;1.3307;1.336;1.33558;1.3365;1.3289
1.3001;1.3148;1.3307;1.336;1.33558;1.3365
1.2908;1.3001;1.3148;1.3307;1.336;1.33558
1.28949;1.2908;1.3001;1.3148;1.3307;1.336
1.295;1.28949;1.2908;1.3001;1.3148;1.3307
1.2974;1.295;1.28949;1.2908;1.3001;1.3148
1.3134;1.2974;1.295;1.28949;1.2908;1.3001
1.3362;1.3134;1.2974;1.295;1.28949;1.2908
1.3372;1.3362;1.3134;1.2974;1.295;1.28949
1.33783;1.3372;1.3362;1.3134;1.2974;1.295
1.3292;1.33783;1.3372;1.3362;1.3134;1.2974
1.3387;1.3292;1.33783;1.3372;1.3362;1.3134
1.3472;1.3387;1.3292;1.33783;1.3372;1.3362
1.3471;1.3472;1.3387;1.3292;1.33783;1.3372
1.3613;1.3471;1.3472;1.3387;1.3292;1.33783
1.36187;1.3613;1.3471;1.3472;1.3387;1.3292
1.3636;1.36187;1.3613;1.3471;1.3472;1.3387
1.3682;1.3636;1.36187;1.3613;1.3471;1.3472
1.3711;1.3682;1.3636;1.36187;1.3613;1.3471
1.3732;1.3711;1.3682;1.3636;1.36187;1.3613
1.3607;1.3732;1.3711;1.3682;1.3636;1.36187
1.35715;1.3607;1.3732;1.3711;1.3682;1.3636
1.3693;1.35715;1.3607;1.3732;1.3711;1.3682
1.3828;1.3693;1.35715;1.3607;1.3732;1.3711
1.3808;1.3828;1.3693;1.35715;1.3607;1.3732
1.3633;1.3808;1.3828;1.3693;1.35715;1.3607
1.3587;1.3633;1.3808;1.3828;1.3693;1.35715
1.35725;1.3587;1.3633;1.3808;1.3828;1.3693
1.3581;1.35725;1.3587;1.3633;1.3808;1.3828
1.3624;1.3581;1.35725;1.3587;1.3633;1.3808
1.3731;1.3624;1.3581;1.35725;1.3587;1.3633
1.3601;1.3731;1.3624;1.3581;1.35725;1.3587
1.3546;1.3601;1.3731;1.3624;1.3581;1.35725
1.35116;1.3546;1.3601;1.3731;1.3624;1.3581
1.3487;1.35116;1.3546;1.3601;1.3731;1.3624
1.3485;1.3487;1.35116;1.3546;1.3601;1.3731
1.3567;1.3485;1.3487;1.35116;1.3546;1.3601
1.3607;1.3567;1.3485;1.3487;1.35116;1.3546
1.3684;1.3607;1.3567;1.3485;1.3487;1.35116
1.37119;1.3684;1.3607;1.3567;1.3485;1.3487
1.3675;1.37119;1.3684;1.3607;1.3567;1.3485
1.3648;1.3675;1.37119;1.3684;1.3607;1.3567
1.3748;1.3648;1.3675;1.37119;1.3684;1.3607
1.3799;1.3748;1.3648;1.3675;1.37119;1.3684
1.3751;1.3799;1.3748;1.3648;1.3675;1.37119
1.37333;1.3751;1.3799;1.3748;1.3648;1.3675
1.3805;1.37333;1.3751;1.3799;1.3748;1.3648
1.3775;1.3805;1.37333;1.3751;1.3799;1.3748
1.3864;1.3775;1.3805;1.37333;1.3751;1.3799
1.3969;1.3864;1.3775;1.3805;1.37333;1.3751
1.3984;1.3969;1.3864;1.3775;1.3805;1.37333
1.399;1.3984;1.3969;1.3864;1.3775;1.3805
1.3966;1.399;1.3984;1.3969;1.3864;1.3775
1.3904;1.3966;1.399;1.3984;1.3969;1.3864
1.3907;1.3904;1.3966;1.399;1.3984;1.3969
1.3797;1.3907;1.3904;1.3966;1.399;1.3984
1.3902;1.3797;1.3907;1.3904;1.3966;1.399
1.39345;1.3902;1.3797;1.3907;1.3904;1.3966
1.399;1.39345;1.3902;1.3797;1.3907;1.3904
1.3997;1.399;1.39345;1.3902;1.3797;1.3907
1.3898;1.3997;1.399;1.39345;1.3902;1.3797
1.402;1.3898;1.3997;1.399;1.39345;1.3902
1.4167;1.402;1.3898;1.3997;1.399;1.39345
1.4168;1.4167;1.402;1.3898;1.3997;1.399
1.4225;1.4168;1.4167;1.402;1.3898;1.3997
1.4195;1.4225;1.4168;1.4167;1.402;1.3898
1.4086;1.4195;1.4225;1.4168;1.4167;1.402
1.4175;1.4086;1.4195;1.4225;1.4168;1.4167
1.4074;1.4175;1.4086;1.4195;1.4225;1.4168
1.40345;1.4074;1.4175;1.4086;1.4195;1.4225
1.4086;1.40345;1.4074;1.4175;1.4086;1.4195
1.4111;1.4086;1.40345;1.4074;1.4175;1.4086
1.4125;1.4111;1.4086;1.40345;1.4074;1.4175
1.4156;1.4125;1.4111;1.4086;1.40345;1.4074
1.4221;1.4156;1.4125;1.4111;1.4086;1.40345
1.42341;1.4221;1.4156;1.4125;1.4111;1.4086
1.4219;1.42341;1.4221;1.4156;1.4125;1.4111
1.4221;1.4219;1.42341;1.4221;1.4156;1.4125
1.433;1.4221;1.4219;1.42341;1.4221;1.4156
1.4307;1.433;1.4221;1.4219;1.42341;1.4221
1.4455;1.4307;1.433;1.4221;1.4219;1.42341
1.44796;1.4455;1.4307;1.433;1.4221;1.4219
1.4435;1.44796;1.4455;1.4307;1.433;1.4221
1.4476;1.4435;1.44796;1.4455;1.4307;1.433
1.4442;1.4476;1.4435;1.44796;1.4455;1.4307
1.4486;1.4442;1.4476;1.4435;1.44796;1.4455
1.4426;1.4486;1.4442;1.4476;1.4435;1.44796
1.43966;1.4426;1.4486;1.4442;1.4476;1.4435
1.4232;1.43966;1.4426;1.4486;1.4442;1.4476
1.4333;1.4232;1.43966;1.4426;1.4486;1.4442
1.4521;1.4333;1.4232;1.43966;1.4426;1.4486
1.4551;1.4521;1.4333;1.4232;1.43966;1.4426
1.4545;1.4551;1.4521;1.4333;1.4232;1.43966
1.45869;1.4545;1.4551;1.4521;1.4333;1.4232
1.4578;1.45869;1.4545;1.4551;1.4521;1.4333
1.4642;1.4578;1.45869;1.4545;1.4551;1.4521
1.4786;1.4642;1.4578;1.45869;1.4545;1.4551
1.4822;1.4786;1.4642;1.4578;1.45869;1.4545
1.4809;1.4822;1.4786;1.4642;1.4578;1.45869
1.48154;1.4809;1.4822;1.4786;1.4642;1.4578
1.4829;1.48154;1.4809;1.4822;1.4786;1.4642
1.4824;1.4829;1.48154;1.4809;1.4822;1.4786
1.4825;1.4824;1.4829;1.48154;1.4809;1.4822
1.4525;1.4825;1.4824;1.4829;1.48154;1.4809
1.4313;1.4525;1.4825;1.4824;1.4829;1.48154
1.43883;1.4313;1.4525;1.4825;1.4824;1.4829
1.4365;1.43883;1.4313;1.4525;1.4825;1.4824
1.4408;1.4365;1.43883;1.4313;1.4525;1.4825
1.4191;1.4408;1.4365;1.43883;1.4313;1.4525
1.4246;1.4191;1.4408;1.4365;1.43883;1.4313
1.4118;1.4246;1.4191;1.4408;1.4365;1.43883
1.4066;1.4118;1.4246;1.4191;1.4408;1.4365
1.4155;1.4066;1.4118;1.4246;1.4191;1.4408
1.4236;1.4155;1.4066;1.4118;1.4246;1.4191
1.4248;1.4236;1.4155;1.4066;1.4118;1.4246
1.4308;1.4248;1.4236;1.4155;1.4066;1.4118
1.416;1.4308;1.4248;1.4236;1.4155;1.4066
1.41163;1.416;1.4308;1.4248;1.4236;1.4155
1.4047;1.41163;1.416;1.4308;1.4248;1.4236
1.41;1.4047;1.41163;1.416;1.4308;1.4248
1.4087;1.41;1.4047;1.41163;1.416;1.4308
1.4143;1.4087;1.41;1.4047;1.41163;1.416
1.4317;1.4143;1.4087;1.41;1.4047;1.41163
1.42896;1.4317;1.4143;1.4087;1.41;1.4047
1.428;1.42896;1.4317;1.4143;1.4087;1.41
1.4393;1.428;1.42896;1.4317;1.4143;1.4087
1.4327;1.4393;1.428;1.42896;1.4317;1.4143
1.449;1.4327;1.4393;1.428;1.42896;1.4317
1.4635;1.449;1.4327;1.4393;1.428;1.42896
1.46524;1.4635;1.449;1.4327;1.4393;1.428
1.4575;1.46524;1.4635;1.449;1.4327;1.4393
1.469;1.4575;1.46524;1.4635;1.449;1.4327
1.4582;1.469;1.4575;1.46524;1.4635;1.449
1.4509;1.4582;1.469;1.4575;1.46524;1.4635
1.4346;1.4509;1.4582;1.469;1.4575;1.46524
1.43355;1.4346;1.4509;1.4582;1.469;1.4575
1.4412;1.43355;1.4346;1.4509;1.4582;1.469
1.4439;1.4412;1.43355;1.4346;1.4509;1.4582
1.4178;1.4439;1.4412;1.43355;1.4346;1.4509
1.4207;1.4178;1.4439;1.4412;1.43355;1.4346
1.431;1.4207;1.4178;1.4439;1.4412;1.43355
1.42576;1.431;1.4207;1.4178;1.4439;1.4412
1.4304;1.42576;1.431;1.4207;1.4178;1.4439
1.441;1.4304;1.42576;1.431;1.4207;1.4178
1.4354;1.441;1.4304;1.42576;1.431;1.4207
1.4255;1.4354;1.441;1.4304;1.42576;1.431
1.4187;1.4255;1.4354;1.441;1.4304;1.42576
1.41543;1.4187;1.4255;1.4354;1.441;1.4304
1.4287;1.41543;1.4187;1.4255;1.4354;1.441
1.4371;1.4287;1.41543;1.4187;1.4255;1.4354
1.4434;1.4371;1.4287;1.41543;1.4187;1.4255
1.4502;1.4434;1.4371;1.4287;1.41543;1.4187
1.4527;1.4502;1.4434;1.4371;1.4287;1.41543
1.45632;1.4527;1.4502;1.4434;1.4371;1.4287
1.4538;1.45632;1.4527;1.4502;1.4434;1.4371
1.4428;1.4538;1.45632;1.4527;1.4502;1.4434
1.4319;1.4428;1.4538;1.45632;1.4527;1.4502
1.4362;1.4319;1.4428;1.4538;1.45632;1.4527
1.4263;1.4362;1.4319;1.4428;1.4538;1.45632
1.42113;1.4263;1.4362;1.4319;1.4428;1.4538
1.4029;1.42113;1.4263;1.4362;1.4319;1.4428
1.3975;1.4029;1.42113;1.4263;1.4362;1.4319
1.4157;1.3975;1.4029;1.42113;1.4263;1.4362
1.4142;1.4157;1.3975;1.4029;1.42113;1.4263
1.4156;1.4142;1.4157;1.3975;1.4029;1.42113
1.41258;1.4156;1.4142;1.4157;1.3975;1.4029
1.4112;1.41258;1.4156;1.4142;1.4157;1.3975
1.4153;1.4112;1.41258;1.4156;1.4142;1.4157
1.4215;1.4153;1.4112;1.41258;1.4156;1.4142
1.4424;1.4215;1.4153;1.4112;1.41258;1.4156
1.4357;1.4424;1.4215;1.4153;1.4112;1.41258
1.43671;1.4357;1.4424;1.4215;1.4153;1.4112
1.4376;1.43671;1.4357;1.4424;1.4215;1.4153
1.4509;1.4376;1.43671;1.4357;1.4424;1.4215
1.4367;1.4509;1.4376;1.43671;1.4357;1.4424
1.433;1.4367;1.4509;1.4376;1.43671;1.4357
1.4397;1.433;1.4367;1.4509;1.4376;1.43671
1.43537;1.4397;1.433;1.4367;1.4509;1.4376
1.4249;1.43537;1.4397;1.433;1.4367;1.4509
1.4202;1.4249;1.43537;1.4397;1.433;1.4367
1.4321;1.4202;1.4249;1.43537;1.4397;1.433
1.409;1.4321;1.4202;1.4249;1.43537;1.4397
1.4281;1.409;1.4321;1.4202;1.4249;1.43537
1.43073;1.4281;1.409;1.4321;1.4202;1.4249
1.4177;1.43073;1.4281;1.409;1.4321;1.4202
1.4375;1.4177;1.43073;1.4281;1.409;1.4321
1.4177;1.4375;1.4177;1.43073;1.4281;1.409
1.424;1.4177;1.4375;1.4177;1.43073;1.4281
1.4245;1.424;1.4177;1.4375;1.4177;1.43073
1.42832;1.4245;1.424;1.4177;1.4375;1.4177
1.4442;1.42832;1.4245;1.424;1.4177;1.4375
1.4407;1.4442;1.42832;1.4245;1.424;1.4177
1.4425;1.4407;1.4442;1.42832;1.4245;1.424
1.4331;1.4425;1.4407;1.4442;1.42832;1.4245
1.4395;1.4331;1.4425;1.4407;1.4442;1.42832
1.43659;1.4395;1.4331;1.4425;1.4407;1.4442
1.4358;1.43659;1.4395;1.4331;1.4425;1.4407
1.444;1.4358;1.43659;1.4395;1.4331;1.4425
1.4414;1.444;1.4358;1.43659;1.4395;1.4331
1.4377;1.4414;1.444;1.4358;1.43659;1.4395
1.4498;1.4377;1.4414;1.444;1.4358;1.43659
1.44801;1.4498;1.4377;1.4414;1.444;1.4358
1.451;1.44801;1.4498;1.4377;1.4414;1.444
1.4441;1.451;1.44801;1.4498;1.4377;1.4414
1.4368;1.4441;1.451;1.44801;1.4498;1.4377
1.4259;1.4368;1.4441;1.451;1.44801;1.4498
1.4203;1.4259;1.4368;1.4441;1.451;1.44801
1.41478;1.4203;1.4259;1.4368;1.4441;1.451
1.4097;1.41478;1.4203;1.4259;1.4368;1.4441
1.3997;1.4097;1.41478;1.4203;1.4259;1.4368
1.4097;1.3997;1.4097;1.41478;1.4203;1.4259
1.3882;1.4097;1.3997;1.4097;1.41478;1.4203
1.3654;1.3882;1.4097;1.3997;1.4097;1.41478
1.35819;1.3654;1.3882;1.4097;1.3997;1.4097
1.3677;1.35819;1.3654;1.3882;1.4097;1.3997
1.3678;1.3677;1.35819;1.3654;1.3882;1.4097
1.3754;1.3678;1.3677;1.35819;1.3654;1.3882
1.3876;1.3754;1.3678;1.3677;1.35819;1.3654
1.3792;1.3876;1.3754;1.3678;1.3677;1.35819
1.36809;1.3792;1.3876;1.3754;1.3678;1.3677
1.3686;1.36809;1.3792;1.3876;1.3754;1.3678
1.3703;1.3686;1.36809;1.3792;1.3876;1.3754
1.3571;1.3703;1.3686;1.36809;1.3792;1.3876
1.3465;1.3571;1.3703;1.3686;1.36809;1.3792
1.3499;1.3465;1.3571;1.3703;1.3686;1.36809
1.35156;1.3499;1.3465;1.3571;1.3703;1.3686
1.3533;1.35156;1.3499;1.3465;1.3571;1.3703
1.3586;1.3533;1.35156;1.3499;1.3465;1.3571
1.3543;1.3586;1.3533;1.35156;1.3499;1.3465
1.3596;1.3543;1.3586;1.3533;1.35156;1.3499
1.3385;1.3596;1.3543;1.3586;1.3533;1.35156
1.3356;1.3385;1.3596;1.3543;1.3586;1.3533
1.3176;1.3356;1.3385;1.3596;1.3543;1.3586
1.3348;1.3176;1.3356;1.3385;1.3596;1.3543
1.3347;1.3348;1.3176;1.3356;1.3385;1.3596
1.3436;1.3347;1.3348;1.3176;1.3356;1.3385
1.3376;1.3436;1.3347;1.3348;1.3176;1.3356
1.33986;1.3376;1.3436;1.3347;1.3348;1.3176
1.3642;1.33986;1.3376;1.3436;1.3347;1.3348
1.3639;1.3642;1.33986;1.3376;1.3436;1.3347
1.3791;1.3639;1.3642;1.33986;1.3376;1.3436
1.3776;1.3791;1.3639;1.3642;1.33986;1.3376
1.388;1.3776;1.3791;1.3639;1.3642;1.33986
1.38727;1.388;1.3776;1.3791;1.3639;1.3642
1.3737;1.38727;1.388;1.3776;1.3791;1.3639
1.3751;1.3737;1.38727;1.388;1.3776;1.3791
1.376;1.3751;1.3737;1.38727;1.388;1.3776
1.3779;1.376;1.3751;1.3737;1.38727;1.388
1.3892;1.3779;1.376;1.3751;1.3737;1.38727
1.38495;1.3892;1.3779;1.376;1.3751;1.3737
1.3929;1.38495;1.3892;1.3779;1.376;1.3751
1.3907;1.3929;1.38495;1.3892;1.3779;1.376
1.3905;1.3907;1.3929;1.38495;1.3892;1.3779
1.4188;1.3905;1.3907;1.3929;1.38495;1.3892
1.4146;1.4188;1.3905;1.3907;1.3929;1.38495
1.41374;1.4146;1.4188;1.3905;1.3907;1.3929
1.3857;1.41374;1.4146;1.4188;1.3905;1.3907
1.3695;1.3857;1.41374;1.4146;1.4188;1.3905
1.3747;1.3695;1.3857;1.41374;1.4146;1.4188
1.3813;1.3747;1.3695;1.3857;1.41374;1.4146
1.3789;1.3813;1.3747;1.3695;1.3857;1.41374
1.37861;1.3789;1.3813;1.3747;1.3695;1.3857
1.3764;1.37861;1.3789;1.3813;1.3747;1.3695
1.3832;1.3764;1.37861;1.3789;1.3813;1.3747
1.3536;1.3832;1.3764;1.37861;1.3789;1.3813
1.3601;1.3536;1.3832;1.3764;1.37861;1.3789
1.3746;1.3601;1.3536;1.3832;1.3764;1.37861
1.37838;1.3746;1.3601;1.3536;1.3832;1.3764
1.3628;1.37838;1.3746;1.3601;1.3536;1.3832
1.3539;1.3628;1.37838;1.3746;1.3601;1.3536
1.3461;1.3539;1.3628;1.37838;1.3746;1.3601
1.3455;1.3461;1.3539;1.3628;1.37838;1.3746
1.3507;1.3455;1.3461;1.3539;1.3628;1.37838
1.3535;1.3507;1.3455;1.3461;1.3539;1.3628
1.3488;1.3535;1.3507;1.3455;1.3461;1.3539
1.3506;1.3488;1.3535;1.3507;1.3455;1.3461
1.3342;1.3506;1.3488;1.3535;1.3507;1.3455
1.3346;1.3342;1.3506;1.3488;1.3535;1.3507
1.3235;1.3346;1.3342;1.3506;1.3488;1.3535
1.33088;1.3235;1.3346;1.3342;1.3506;1.3488
1.3319;1.33088;1.3235;1.3346;1.3342;1.3506
1.3316;1.3319;1.33088;1.3235;1.3346;1.3342
1.3445;1.3316;1.3319;1.33088;1.3235;1.3346
1.346;1.3445;1.3316;1.3319;1.33088;1.3235
1.339;1.346;1.3445;1.3316;1.3319;1.33088
1.34161;1.339;1.346;1.3445;1.3316;1.3319
1.34;1.34161;1.339;1.346;1.3445;1.3316
1.34;1.34;1.34161;1.339;1.346;1.3445
1.3411;1.34;1.34;1.34161;1.339;1.346
1.3341;1.3411;1.34;1.34;1.34161;1.339
1.3385;1.3341;1.3411;1.34;1.34;1.34161
1.33696;1.3385;1.3341;1.3411;1.34;1.34
1.3186;1.33696;1.3385;1.3341;1.3411;1.34
1.3036;1.3186;1.33696;1.3385;1.3341;1.3411
1.2982;1.3036;1.3186;1.33696;1.3385;1.3341
1.3015;1.2982;1.3036;1.3186;1.33696;1.3385
1.3046;1.3015;1.2982;1.3036;1.3186;1.33696
1.30353;1.3046;1.3015;1.2982;1.3036;1.3186
1.2997;1.30353;1.3046;1.3015;1.2982;1.3036
1.3081;1.2997;1.30353;1.3046;1.3015;1.2982
1.3046;1.3081;1.2997;1.30353;1.3046;1.3015
1.305;1.3046;1.3081;1.2997;1.30353;1.3046
1.304;1.305;1.3046;1.3081;1.2997;1.30353
1.3058;1.304;1.305;1.3046;1.3081;1.2997
1.3069;1.3058;1.304;1.305;1.3046;1.3081
1.2941;1.3069;1.3058;1.304;1.305;1.3046
1.296;1.2941;1.3069;1.3058;1.304;1.305
1.296;1.296;1.2941;1.3069;1.3058;1.304
1.2933;1.296;1.296;1.2941;1.3069;1.3058
1.3051;1.2933;1.296;1.296;1.2941;1.3069
1.2942;1.3051;1.2933;1.296;1.296;1.2941
1.2787;1.2942;1.3051;1.2933;1.296;1.296
1.2718;1.2787;1.2942;1.3051;1.2933;1.296
1.26784;1.2718;1.2787;1.2942;1.3051;1.2933
1.2764;1.26784;1.2718;1.2787;1.2942;1.3051
1.2777;1.2764;1.26784;1.2718;1.2787;1.2942
1.2705;1.2777;1.2764;1.26784;1.2718;1.2787
1.2814;1.2705;1.2777;1.2764;1.26784;1.2718
1.2679;1.2814;1.2705;1.2777;1.2764;1.26784
1.26471;1.2679;1.2814;1.2705;1.2777;1.2764
1.2666;1.26471;1.2679;1.2814;1.2705;1.2777
1.2736;1.2666;1.26471;1.2679;1.2814;1.2705
1.2863;1.2736;1.2666;1.26471;1.2679;1.2814
1.2968;1.2863;1.2736;1.2666;1.26471;1.2679
1.293;1.2968;1.2863;1.2736;1.2666;1.26471
1.28865;1.293;1.2968;1.2863;1.2736;1.2666
1.3012;1.28865;1.293;1.2968;1.2863;1.2736
1.3035;1.3012;1.28865;1.293;1.2968;1.2863
1.3106;1.3035;1.3012;1.28865;1.293;1.2968
1.3108;1.3106;1.3035;1.3012;1.28865;1.293
1.3218;1.3108;1.3106;1.3035;1.3012;1.28865
1.32058;1.3218;1.3108;1.3106;1.3035;1.3012
1.3143;1.32058;1.3218;1.3108;1.3106;1.3035
1.3083;1.3143;1.32058;1.3218;1.3108;1.3106
1.3159;1.3083;1.3143;1.32058;1.3218;1.3108
1.3143;1.3159;1.3083;1.3143;1.32058;1.3218
1.3157;1.3143;1.3159;1.3083;1.3143;1.32058
1.31235;1.3157;1.3143;1.3159;1.3083;1.3143
1.3129;1.31235;1.3157;1.3143;1.3159;1.3083
1.326;1.3129;1.31235;1.3157;1.3143;1.3159
1.3259;1.326;1.3129;1.31235;1.3157;1.3143
1.3285;1.3259;1.326;1.3129;1.31235;1.3157
1.3196;1.3285;1.3259;1.326;1.3129;1.31235
1.32391;1.3196;1.3285;1.3259;1.326;1.3129
1.3185;1.32391;1.3196;1.3285;1.3259;1.326
1.3132;1.3185;1.32391;1.3196;1.3285;1.3259
1.3066;1.3132;1.3185;1.32391;1.3196;1.3285
